Frame skip rate = 0
Grab Retrieve Color Resize
130 5726 3064 591 
139 4336 2764 608 
82 4380 3536 613 
70 5650 3277 608 
3035 4765 2824 605 
82 4365 2991 608 
75 4441 2993 606 
78 5649 2911 591 
82 4444 2975 604 
113 4441 3826 596 
78 4498 3418 580 
78 4426 2549 393 
78 4438 2631 593 
82 5597 3027 578 
81 4407 2575 604 
110 5682 3270 577 
172 4738 2437 412 
84 4407 2509 570 
71 5399 3234 624 
10281 4788 2544 471 
87 4366 2552 593 
71 5745 3257 590 
93 4688 2619 591 
88 5661 3277 584 
141 5702 3257 575 
98 4538 3020 569 
81 5598 3252 597 
96 5726 3250 589 
79 4627 2986 567 
131 4401 2658 589 
79 5674 3325 569 
216 4704 2756 603 
117 4401 2947 607 
73 4888 2925 616 
7052 4965 2665 389 
85 4363 2932 593 
73 4411 2984 609 
67 5668 2886 566 
137 5704 2943 607 
86 4484 3065 585 
95 5613 2820 581 
96 4845 2942 608 
112 4443 2957 597 
78 5676 3297 590 
97 5533 2968 603 
81 4487 2986 607 
449 4459 3181 625 
85 5648 3220 607 
92 5710 3263 614 
2319 5148 2985 620 
115 4389 3525 610 
76 5690 2904 572 
90 5423 2608 574 
118 4439 2553 597 
77 4431 2551 568 
75 5761 3322 596 
174 5583 2564 438 
115 4487 2807 583 
96 5708 2619 443 
85 5702 3245 599 
95 5686 3284 589 
445 4474 2432 422 
99 4394 2793 618 
97 5451 2768 611 
9787 4685 2567 609 
86 4357 2941 609 
77 5666 3312 570 
102 5068 2587 587 
117 4445 2554 445 
83 4457 2584 584 
90 5779 2862 572 
101 5670 3090 611 
115 4414 2974 596 
80 4463 3403 580 
83 5650 2856 613 
98 5773 2927 631 
181 4533 2828 598 
116 4415 2937 607 
79 5650 3285 616 
1037 5365 2987 619 
84 4384 3594 607 
110 4466 2887 592 
75 5638 3298 583 
98 5535 2560 583 
81 4467 2669 590 
108 4500 2600 587 
82 5699 3285 584 
96 5740 2786 588 
72 4443 2587 565 
111 4444 2681 589 
77 5695 3281 578 
178 5059 2434 610 
89 4397 2981 613 
92 4535 3223 613 
5400 4527 3018 546 
77 5639 2832 613 
88 5757 2858 582 
92 4662 2995 574 
131 4432 2579 589 
83 5714 2879 611 
94 5686 3008 609 
83 4415 2929 609 
78 4462 2644 589 
110 5679 3300 583 
95 5330 2921 576 
85 4469 2569 567 
143 4454 2600 609 
81 5696 3241 621 
70 5049 3145 632 
1674 5402 3011 612 
80 4395 2950 599 
81 4515 2741 604 
78 5648 2922 596 
116 4473 2729 606 
79 4412 3789 606 
79 5654 2919 611 
93 4453 3024 604 
111 4489 3817 605 
83 4420 3598 601 
76 4423 2960 597 
68 4457 2875 603 
145 4456 3239 608 
121 4415 2932 622 
72 5082 5441 577 
95 4805 3004 580 
87 4383 2558 607 
78 5726 2848 577 
134 5419 2991 612 
83 4385 2956 608 
75 4481 3014 586 
78 5677 2914 564 
114 5649 2916 601 
110 4448 2951 642 
78 4453 2970 607 
79 5649 2865 583 
106 5728 3189 390 
140 4295 2464 578 
122 4370 2960 625 
69 5656 3263 614 
1887 4476 3347 611 
1970 4506 4002 608 
89 4492 3397 577 
73 5632 2891 614 
119 4448 2955 586 
79 4462 2963 608 
87 4503 3834 620 
89 4408 3619 608 
75 4450 3378 589 
107 4473 2988 606 
79 4407 3114 590 
79 4452 3026 610 
139 4422 3680 609 
129 4449 3778 607 
95 4442 3799 609 
7411 4834 2739 610 
89 4370 2619 595 
94 5684 2878 578 
82 5262 2603 578 
116 4425 2937 598 
85 4493 2996 576 
96 5690 2870 583 
99 5653 2965 603 
111 4443 2968 586 
72 4449 3009 595 
100 5653 2863 586 
95 5758 2806 623 
141 4281 2463 584 
112 4401 2561 590 
72 5717 2865 609 
6034 5709 2949 432 
81 4289 2952 615 
73 4484 2994 618 
78 4445 3582 580 
110 5673 3294 590 
112 5728 2657 604 
75 4449 2618 578 
89 4443 2956 603 
110 5713 2901 564 
92 5443 2998 598 
100 4406 2927 601 
78 4448 2975 608 
188 4493 3151 601 
109 4428 3753 624 
82 4487 3168 614 
9230 5423 2568 402 
84 4381 2567 581 
124 4447 2603 578 
73 5084 3151 553 
84 5630 3274 592 
92 5737 3270 595 
87 5678 3277 583 
145 5292 2920 605 
78 4441 3078 603 
99 5642 2963 589 
87 5633 3265 600 
132 5753 3292 513 
154 5547 3214 585 
95 5557 3153 592 
78 5566 2669 606 
9500 4413 2514 468 
83 4309 2873 578 
79 5671 3308 589 
82 4802 3020 594 
135 4368 2941 605 
77 4432 3785 609 
77 5647 2930 606 
94 4479 3780 615 
128 4490 3768 609 
76 4512 3232 594 
76 4435 2549 605 
78 4451 3786 610 
458 4488 3658 604 
100 4386 3759 612 
84 5654 3926 603 
6333 4692 2638 605 
118 4362 3200 598 
72 5652 3308 573 
81 4868 2958 599 
85 4346 2559 603 
110 4483 2949 600 
72 5777 2871 574 
97 5664 2985 607 
81 4447 2945 588 
75 4677 3041 596 
129 5660 2832 594 
96 5723 3261 601 
194 4900 2790 624 
119 4417 2890 615 
76 5517 3162 626 
8573 4712 2578 605 
118 4324 2572 596 
77 5681 3796 575 
81 4799 2625 440 
86 4421 2912 594 
78 4428 3755 611 
72 5681 2833 358 
117 4438 2998 598 
89 4530 3807 607 
81 4509 3233 573 
118 5662 2841 613 
96 5707 2991 605 
213 5202 2571 358 
137 4405 2910 607 
79 5011 2875 557 
11777 4682 2584 596 
86 4358 2919 607 
108 5678 2844 579 
84 5428 2596 606 
86 4411 2540 594 
110 4441 2963 605 
109 5766 2895 567 
115 5682 3134 596 
98 4442 2664 597 
70 4488 3125 592 
76 5644 2854 587 
150 5745 3288 604 
180 4353 2478 583 
80 4412 2551 432 
69 5618 2757 595 
12046 4677 2549 400 
86 4357 2928 596 
76 5669 2876 608 
83 5402 3032 595 
115 4407 2945 586 
76 4465 2874 607 
74 5666 2880 580 
99 5692 2576 441 
77 4487 2599 555 
112 5408 3294 590 
95 5568 2964 589 
84 4482 2980 592 
144 4415 2825 580 
113 5669 3255 614 
86 5701 3607 611 
106 4895 3006 583 
96 4397 2564 596 
76 5717 3318 574 
118 4823 2970 588 
114 4416 2567 601 
82 4455 2613 580 
75 5765 2886 577 
97 5631 2685 585 
118 4444 2595 580 
81 4676 2625 486 
85 5686 3292 590 
104 5757 3113 604 
460 4318 2833 604 
103 4425 3025 629 
91 5652 3614 619 
4285 4734 2987 606 
109 4374 2953 603 
77 5678 2866 575 
93 5550 3000 594 
85 4416 2964 595 
126 4468 3449 591 
76 5674 2897 585 
100 5695 3011 599 
81 4482 2577 356 
68 4508 2996 586 
105 5667 2863 581 
93 5723 3243 698 
139 4413 2893 607 
87 4403 3767 607 
79 5452 3976 592 
2919 4609 2598 569 
88 5602 3284 596 
89 5741 2804 491 
73 4420 2938 576 
113 4418 2566 568 
79 5747 3308 584 
88 4962 3129 580 
84 4403 2549 592 
109 4461 3058 593 
95 5619 2622 581 
84 4433 2716 460 
76 5710 3318 580 
175 5019 2780 608 
114 4399 3004 638 
82 5670 2857 454 
4567 5723 3315 486 
76 4366 2558 596 
82 4505 2950 594 
111 4528 3034 579 
88 5692 3298 586 
112 5707 3286 473 
94 4451 2918 584 
134 5389 2560 593 
88 5712 3285 587 
92 5349 2604 589 
87 5667 3266 583 
135 5723 2876 573 
192 4456 2799 586 
86 4423 2970 606 
73 5777 3022 619 
95 5655 2931 605 
125 4458 3512 591 
87 4433 3048 617 
85 5686 3125 613 
86 4397 2963 606 
111 4481 3276 589 
73 5698 2915 565 
109 5695 2999 602 
84 4435 2581 586 
71 4477 2638 579 
108 5683 2872 587 
97 5742 3012 515 
135 4316 2524 614 
83 4416 2651 609 
68 5667 2979 608 
3701 5722 3300 588 
95 4516 2925 581 
82 4512 2746 554 
73 4489 2617 581 
116 5734 3290 580 
108 5707 3156 597 
76 4470 2607 579 
87 4447 2588 591 
115 5743 2908 583 
79 5492 2604 606 
86 4366 2570 599 
81 4471 3031 623 
185 5706 2745 613 
139 5706 2827 604 
107 5714 3108 600 
8231 5587 2602 479 
83 4373 2808 598 
108 4452 2925 579 
92 5694 2578 573 
86 5681 3292 590 
95 5750 3242 479 
124 4483 2621 441 
84 4451 2599 593 
77 5691 3316 586 
82 4966 2588 589 
82 4433 2555 439 
117 4523 2564 589 
156 5819 3266 602 
108 5663 3240 618 
127 5731 3574 604 
1338 4479 3025 599 
82 5608 2905 584 
105 5740 3270 582 
129 5487 2618 584 
89 4414 2554 584 
93 5675 3288 598 
92 5082 2962 584 
128 4438 2569 600 
81 4482 3057 622 
96 5700 2794 574 
93 5279 2583 440 
74 4480 2769 581 
419 5667 3251 605 
98 5708 3260 593 
82 5687 3250 599 
3390 4713 2770 513 
111 4387 2916 588 
73 5673 3294 590 
79 4902 2593 445 
86 4421 2920 604 
82 4459 2991 611 
127 5693 2923 609 
98 4455 3029 605 
74 4450 2997 595 
82 4832 3025 601 
111 4474 3789 605 
81 5694 2849 590 
146 4457 2608 602 
85 4418 3044 616 
130 5611 3182 617 
4773 4743 2693 615 
80 4358 2951 603 
99 4499 3060 583 
86 5671 3129 618 
114 4420 2942 607 
79 4411 3696 610 
76 5682 2859 591 
97 5686 3049 601 
111 4486 2602 354 
79 4519 3018 609 
79 5653 4199 621 
79 5705 3308 583 
173 5756 3043 548 
117 4437 5333 588 
83 5277 5388 1040 
12370 4832 3889 442 
92 4697 2901 595 
3970 4404 4129 743 
110 5672 3630 571 
94 5119 2545 592 
77 5648 3257 581 
91 4701 3003 607 
78 5621 2845 590 
86 5728 2596 480 
105 5644 3307 570 
94 4986 2547 589 
77 5659 3324 584 
170 4570 2789 618 
87 5668 3895 589 
88 5302 2585 423 
68 5729 3274 603 
95 5095 2929 586 
74 5599 3289 581 
132 4475 2949 580 
89 5629 3224 594 
110 5738 3032 592 
79 5653 3291 562 
150 5186 2908 590 
81 5674 3273 582 
82 4814 2955 585 
88 5615 3258 597 
92 5719 2935 467 
137 5660 3149 592 
137 5592 3314 575 
93 5645 3280 605 
3392 4653 2616 439 
80 4329 2930 595 
107 5716 2852 615 
90 5420 2987 608 
86 4339 2945 602 
80 4430 3803 617 
79 5647 2948 596 
148 4479 3754 599 
88 4470 3768 615 
88 4476 3462 594 
79 4418 2575 597 
110 4481 2993 597 
171 5002 3026 608 
88 4403 3713 598 
83 5623 3395 596 
1911 4648 2657 360 
132 4421 2930 604 
76 5680 3121 621 
88 5607 3001 583 
134 4428 2554 603 
79 4429 2954 591 
92 5731 2882 614 
94 5721 3033 623 
113 4474 3013 578 
93 4505 3018 599 
87 5836 2815 588 
94 5735 2926 602 
197 5310 2898 607 
117 4438 2941 608 
79 5643 3254 614 
251 4984 3012 586 
116 4475 2875 602 
104 5660 2811 610 
91 5761 3127 594 
111 4429 2557 595 
80 5672 3259 615 
101 5461 2602 583 
91 4440 2933 604 
110 4419 3762 598 
94 5650 2936 595 
96 4458 3223 612 
105 4493 2951 586 
145 4488 3030 638 
3461 5687 3949 597 
2060 5048 3888 1157 
80 5690 3266 612 
85 5647 2863 596 
131 5780 3577 585 
96 5665 3300 589 
98 5688 2558 445 
78 4428 2569 585 
127 5016 2671 589 
86 5641 3257 597 
97 5781 3091 588 
134 4656 2992 611 
85 4414 2945 604 
84 5716 2952 586 
177 5729 2700 619 
115 4444 3031 638 
95 5663 3921 629 
787 4599 3855 613 
2842 5636 3734 598 
87 5685 2554 593 
80 4420 2927 587 
112 4459 2594 412 
80 5728 3268 619 
91 5081 2986 610 
85 4376 3307 606 
108 4440 2959 605 
76 5713 2862 577 
98 5684 2638 610 
80 4492 2605 613 
141 4466 2971 607 
121 5694 3262 610 
94 5676 2934 588 
84 5583 2940 612 
97 5631 3143 610 
107 4463 2978 607 
70 4447 3838 600 
102 5660 2891 607 
71 4440 3799 613 
87 4521 3068 610 
113 4440 2967 605 
80 5738 2861 611 
92 5623 3021 592 
84 4407 2968 604 
72 4424 2968 609 
144 5688 2829 588 
135 5731 3229 611 
80 5736 3286 603 
631 5283 2617 571 
86 5630 3288 581 
147 5760 2925 429 
68 5670 3293 586 
92 5373 2681 587 
83 5721 3261 585 
91 5154 2626 582 
118 5666 3283 592 
93 5750 2595 580 
76 5672 3331 571 
94 5155 2573 452 
83 5664 3307 581 
182 4696 2442 353 
111 5611 3262 616 
84 5078 2732 597 
813 5670 3330 572 
106 4800 2925 583 
78 4487 2581 567 
69 4518 2595 584 
117 5675 3263 588 
93 5700 2596 395 
66 4455 2596 449 
81 4438 2914 597 
79 5658 2888 571 
82 5220 2967 538 
106 4381 2562 586 
85 4471 2603 580 
148 5650 2848 610 
90 5704 2818 594 
90 5700 2943 586 
4618 4690 2537 467 
84 4399 2538 598 
67 5660 3298 581 
128 4629 2941 577 
84 4423 2551 356 
72 4499 2589 596 
77 5656 3280 584 
97 5144 2843 597 
82 5638 2556 370 
104 4458 2590 443 
85 5666 3302 594 
88 5759 2735 482 
145 4338 2444 440 
110 4413 2533 579 
67 5484 2746 611 
11062 4784 2686 499 
83 4370 2911 612 
78 4438 2747 355 
81 5667 3306 571 
155 5157 2927 603 
80 4441 2605 358 
72 4469 3017 607 
80 5649 2872 584 
85 5734 2864 609 
128 5015 3002 626 
83 4406 2957 603 
80 5658 2864 578 
452 5662 2924 627 
88 4376 2974 608 
73 4624 2948 601 
13493 4674 2548 462 
115 5555 3248 596 
87 5701 3701 465 
79 4354 2703 582 
79 5620 3255 600 
132 5729 3320 579 
92 5650 2625 569 
108 4420 2545 438 
79 5668 3266 585 
135 5670 3297 587 
97 5623 2926 583 
83 4482 2689 566 
446 4529 2788 604 
114 5628 3364 615 
91 5457 3146 605 
7301 4774 2586 605 
117 4382 2570 606 
82 5692 3469 582 
88 5088 2605 574 
103 4440 2540 589 
107 4443 2926 585 
76 5746 3322 590 
99 5640 2564 605 
89 4484 2887 616 
66 4484 3441 606 
105 5647 2834 610 
92 5706 2900 577 
225 5077 2580 622 
115 4416 2934 594 
72 5654 3120 613 
8706 4793 2608 387 
85 4362 2567 603 
109 5625 2880 568 
80 5297 2613 573 
87 4408 2575 371 
80 4477 2979 603 
112 5683 2854 611 
96 5678 3068 611 
87 4461 2950 616 
68 4449 2987 605 
79 5632 2863 586 
135 5764 3083 592 
146 4314 2430 531 
82 4400 2533 610 
66 5558 2755 607 
9988 4737 2652 607 
86 4370 2943 613 
77 5657 3257 579 
92 5037 2623 575 
116 4452 2540 597 
76 4440 2563 558 
71 5758 3321 571 
102 5476 2909 588 
133 5777 2796 568 
72 4459 2604 567 
81 5653 3254 594 
107 5873 3086 471 
1121 4341 2410 586 
81 4430 3278 601 
81 5665 3049 624 
8183 5374 2714 607 
113 4376 2943 603 
73 4453 3792 601 
80 4432 3832 611 
133 5627 2903 597 
92 4482 3825 608 
90 5130 3837 616 
95 4423 3736 609 
133 4491 3609 596 
76 5660 2908 578 
94 5668 2949 606 
71 4460 2604 569 
415 4461 2597 620 
100 5651 3240 615 
90 5509 3208 606 
7379 4605 2586 388 
130 4401 2925 609 
77 5708 2878 566 
90 5325 2617 584 
118 4429 2548 615 
78 4444 2576 609 
72 5730 2866 613 
101 5659 3103 592 
80 4491 2952 581 
104 4521 2666 610 
76 5653 2971 619 
96 5723 2856 618 
205 5056 2470 598 
117 4425 3040 645 
94 5733 3509 621 
7458 4650 2597 594 
114 4385 2947 607 
75 5724 2868 578 
90 5507 2601 588 
87 4430 2559 573 
109 4494 2600 576 
80 5789 3321 579 
95 5471 2538 610 
83 4465 2970 608 
77 4459 3041 593 
107 5666 2899 574 
96 5736 3267 560 
139 4319 2462 592 
111 4430 2893 602 
91 5694 3562 617 
4820 5680 2872 611 
83 4407 2959 605 
78 4452 2795 581 
107 4558 2744 581 
99 5641 2874 593 
84 5764 3077 566 
77 4407 2626 452 
80 4433 2983 600 
109 5736 2889 610 
85 5490 3002 592 
78 4408 2557 595 
97 4487 2597 587 
143 5694 2856 594 
95 5688 3239 610 
83 5751 3262 581 
3499 4720 2626 458 
83 4351 2903 604 
69 5677 2882 559 
113 5363 2657 579 
85 4427 2578 587 
72 4479 3016 609 
126 5693 3016 602 
114 5677 2961 606 
83 4446 2965 597 
67 4438 3282 594 
80 5638 2885 593 
135 5757 2857 401 
140 4256 2458 570 
79 4405 2537 581 
88 5662 2724 462 
7889 4601 2690 491 
111 4388 2670 602 
90 5748 3297 586 
80 4815 2649 582 
83 4431 2547 443 
78 4438 2587 607 
111 5680 2955 598 
97 4474 3771 612 
88 4524 3156 590 
76 4464 3005 669 
82 4425 3575 599 
111 4487 2934 585 
140 4426 2883 623 
81 4397 3804 596 
96 4438 3782 604 
6576 5647 2919 388 
130 4405 2904 598 
77 4474 2785 370 
73 4467 3026 666 
78 5671 2921 618 
83 4518 3829 609 
125 4481 3238 580 
79 4444 2938 599 
77 4468 2954 380 
75 4453 3032 574 
113 4597 2615 593 
88 4487 2973 596 
147 5647 2863 595 
101 5711 3263 593 
83 5701 3355 606 
3421 4480 2617 556 
131 5628 3316 589 
91 5773 3008 386 
67 4423 3016 595 
93 4397 2569 579 
109 5704 2883 564 
92 5443 3001 599 
84 4422 2555 601 
77 4485 3001 596 
71 5703 3326 583 
132 5359 2551 439 
85 4487 2578 557 
156 4762 2615 564 
95 5642 3089 610 
143 5720 2784 572 
6097 5754 3303 748 
79 4370 2949 595 
93 4474 3025 585 
132 5699 2686 555 
86 5633 3247 593 
92 5762 3265 588 
78 5681 3348 571 
153 5496 2899 606 
83 5681 3284 579 
93 5108 2988 575 
84 5644 3293 595 
134 5759 2934 596 
153 5684 3260 617 
101 5635 3359 601 
85 5669 3073 589 
6536 5653 2953 613 
110 4370 3759 596 
86 4529 3136 618 
77 4449 3651 609 
111 4415 2953 593 
78 4453 3802 598 
89 4568 3853 599 
94 4384 3759 635 
130 5686 3307 570 
91 5124 2983 580 
104 4430 3689 598 
90 4505 3728 588 
146 5635 2891 589 
154 5711 3252 608 
95 5731 3269 603 
2168 4542 2635 576 
88 5625 3288 599 
128 5761 3055 588 
79 4405 2986 566 
85 4429 2560 363 
81 5719 2968 578 
146 5535 2806 582 
94 5001 2599 588 
83 4465 2590 573 
76 5715 3327 583 
91 5492 2564 590 
114 5646 3307 575 
178 5088 2473 584 
86 5662 3872 636 
85 5508 3927 605 
109 5704 3291 586 
94 5478 2752 594 
94 5754 3096 407 
73 4415 2633 583 
112 5651 3283 592 
96 5694 3260 385 
66 4437 3004 605 
78 4419 2576 354 
89 5723 2895 577 
131 5527 2994 583 
84 4419 2541 469 
83 4494 2551 566 
146 5718 3258 598 
136 5714 3300 596 
97 5746 3270 611 
913 4513 2846 594 
96 5521 2923 584 
135 4452 2910 577 
78 4444 2862 579 
76 5651 3292 600 
94 5738 2926 589 
71 4455 2624 570 
127 4444 2607 590 
81 5711 2902 576 
94 5533 2985 598 
83 4405 2550 558 
75 4524 2596 557 
147 5675 3258 598 
137 5706 3256 597 
100 5723 3266 593 
80 4489 2637 449 
80 5636 3303 581 
148 5782 2750 596 
81 4418 3002 566 
87 4409 2534 588 
81 5728 3289 587 
86 5004 3046 605 
115 4415 2584 588 
79 4480 2623 606 
78 5722 2879 575 
95 5677 2944 601 
77 4459 2567 576 
404 5321 3137 624 
87 4427 3050 621 
2346 5775 3401 593 
94 4459 3017 607 
114 5678 2868 577 
100 5680 2724 460 
78 4368 2966 604 
79 4413 2550 606 
77 5656 2931 579 
79 4453 3025 607 
111 4414 3112 596 
68 4463 2584 581 
75 4451 3007 579 
78 4444 2928 599 
71 4472 2996 609 
144 4371 2852 591 
108 4413 3688 604 
69 4451 3695 595 
4533 5708 2874 582 
99 4406 2959 584 
78 4513 2790 568 
76 5515 2604 581 
116 5684 3259 604 
95 5693 3253 442 
78 5718 3342 585 
101 5441 2547 589 
115 5709 3311 583 
89 5146 3086 598 
81 5647 3256 596 
96 5799 3314 591 
442 5770 3258 608 
96 5695 3252 615 
93 5753 3661 620 
4500 4908 2695 606 
83 4368 2929 594 
75 5681 3266 571 
90 5388 2598 440 
116 4447 2948 586 
106 4465 2954 617 
77 5727 2899 603 
135 5701 3286 610 
95 4501 2964 586 
81 4457 2978 593 
81 5655 2877 582 
153 5767 2963 611 
178 4693 2832 594 
89 4420 2926 617 
73 5660 3274 629 
536 5460 2995 605 
113 4433 3765 608 
89 4471 3142 597 
80 5669 2878 576 
97 5683 3052 607 
112 4460 3006 595 
77 4451 2994 605 
78 5645 2860 593 
100 5769 2863 587 
151 5064 2600 572 
88 4434 2953 589 
90 5720 3756 603 
158 4307 2744 606 
133 4422 3029 636 
93 5705 3891 627 
2464 4737 3006 608 
120 5607 2854 597 
91 5745 3736 593 
95 4789 3008 606 
83 4420 2956 604 
112 5722 2873 586 
97 5736 3001 596 
83 4426 2567 601 
108 4460 2590 592 
82 5740 2922 570 
92 5702 2790 611 
84 4494 2958 642 
140 4451 3770 618 
132 5690 3979 610 
81 5682 2956 396 
88 4483 2997 608 
99 4395 2967 613 
78 4504 2955 597 
107 4429 2639 606 
83 4428 3054 590 
109 5717 3769 606 
68 4432 2980 583 
79 4409 2570 600 
112 5691 2864 576 
100 5493 2677 583 
96 4958 2760 587 
94 5572 2571 452 
141 5667 3235 603 
134 5705 3266 605 
87 5738 3303 583 
89 5026 2599 572 
103 4423 2929 655 
74 4459 3781 608 
68 5673 2875 576 
133 5621 2966 595 
85 4457 2976 657 
78 4487 2980 655 
82 5657 2902 606 
74 4465 2911 594 
118 4493 2768 603 
78 4434 2975 590 
82 4487 3057 609 
169 5723 2979 611 
86 4415 2927 616 
70 5482 3305 600 
137 5735 3313 581 
96 5263 2898 597 
82 4494 2600 589 
74 4487 2620 585 
113 5677 3253 594 
85 5721 3062 475 
76 4454 2583 453 
82 4446 2572 580 
80 5723 3319 572 
129 4883 2605 595 
84 5599 3278 598 
84 5748 2720 459 
141 5687 3267 614 
94 5716 3254 614 
82 5660 3290 576 
127 4772 2969 581 
86 4369 2543 571 
74 4458 2559 586 
73 5643 3312 584 
136 5126 2561 443 
83 4484 2866 580 
94 5274 2598 579 
106 5673 3260 591 
151 5675 3576 589 
91 4744 2739 558 
83 4430 2589 594 
80 5695 3290 605 
452 5100 2428 450 
88 4373 2533 595 
73 4448 2542 587 
12373 5057 2564 473 
89 5573 3259 601 
92 5742 3231 597 
133 4998 2599 559 
109 5674 3262 587 
107 5653 3294 598 
91 4857 2996 598 
139 4422 3766 602 
82 5750 2884 571 
90 5626 2961 588 
114 4422 2573 597 
79 4417 2570 599 
143 5718 2866 608 
133 5737 3301 599 
90 5696 3270 597 
1192 5774 3306 584 
98 5161 2556 612 
106 4457 2937 593 
79 4784 2972 585 
88 5680 3303 599 
92 5751 3587 471 
105 4432 2604 447 
84 4408 2582 394 
76 5719 3278 620 
98 5731 3299 585 
134 5278 2562 594 
86 4483 2559 582 
154 4403 2829 582 
79 5747 3903 612 
85 5062 3234 608 
733 4746 3006 601 
114 4409 3773 620 
88 5711 2986 607 
81 5381 3441 390 
81 4402 2564 588 
79 4459 2596 584 
69 5716 2912 601 
117 5557 2947 606 
115 4451 2991 582 
69 4466 2631 577 
82 5709 2875 583 
86 5759 2638 384 
138 4325 2781 608 
78 4404 2929 616 
81 5714 2901 611 
82 5027 3003 605 
110 4419 2587 598 
75 4456 2815 370 
68 5745 3320 582 
98 4945 2574 442 
84 4511 2595 567 
69 4541 2590 579 
118 5739 3281 601 
94 5657 2612 387 
71 4462 3012 595 
74 4407 2960 606 
74 5609 2896 564 
196 4689 2853 625 
84 4403 3016 616 
82 5708 3507 447 
128 5638 3323 576 
95 5079 2555 446 
82 5648 3276 578 
88 4918 2605 581 
119 5752 3249 587 
104 5669 2939 613 
71 5700 3311 580 
92 5270 2577 597 
113 5715 3252 599 
89 5175 2621 599 
86 5737 3277 598 
89 5724 3055 598 
145 5838 3241 576 
133 5672 3240 600 
93 5655 3290 604 
2149 4729 3841 599 
115 4398 3478 610 
77 5672 2869 611 
94 5548 2962 591 
90 4362 2554 607 
115 4445 2960 594 
98 5651 2894 583 
95 5615 2558 601 
80 4447 2954 433 
108 4487 2996 588 
76 5744 2862 579 
118 5695 2852 593 
184 5609 2579 600 
122 4409 2560 608 
79 5648 3264 611 
1904 5755 3317 581 
150 4940 2917 590 
83 4504 2930 587 
77 4477 2999 581 
115 5757 3269 601 
92 5668 3256 596 
76 4438 2566 441 
80 4448 2556 596 
112 5678 3280 610 
91 5304 2800 591 
96 5115 2547 600 
84 4419 2989 607 
397 5845 2831 608 
98 5693 3224 617 
89 5691 3845 597 
108 4493 3799 605 
78 5686 2863 586 
88 5696 3269 585 
93 4609 2578 586 
115 4454 2572 555 
79 5656 3269 603 
94 5076 2634 597 
87 4448 2953 606 
108 4441 3015 612 
87 5663 2888 579 
100 5697 2605 618 
85 4477 2738 619 
413 5670 2985 604 
89 4370 2978 595 
80 5638 3285 584 
95 5529 2596 606 
119 4369 3512 601 
78 4520 2758 605 
75 5613 2883 570 
96 5575 2549 612 
112 4472 2676 358 
67 4486 3013 584 
75 5700 2860 603 
92 5715 3231 571 
75 4456 3026 583 
113 4421 2951 600 
79 5660 2893 594 
145 4465 2978 618 
85 4370 3010 645 
133 5223 3060 616 
7413 4816 2607 603 
86 4381 2557 621 
76 5657 2898 571 
101 5320 2961 605 
108 4405 2921 602 
83 4499 2735 586 
68 5661 2886 595 
98 5543 2577 592 
112 4469 2606 586 
77 4466 2628 574 
103 5670 2860 587 
97 5721 2876 575 
181 4614 2592 370 
120 4424 2549 588 
95 5631 2835 592 
5347 5746 3355 1078 
114 4376 2954 606 
81 4452 3610 617 
75 4423 3548 609 
114 5734 2881 605 
91 4429 3765 608 
86 4509 3247 615 
113 4415 3315 643 
96 4481 3795 602 
88 4565 3136 597 
132 4454 2932 604 
74 5640 2846 603 
181 5736 2946 616 
88 4385 2958 596 
83 4789 2962 602 
75 5614 3239 590 
136 5195 2525 606 
77 4444 2604 571 
78 5499 3325 579 
154 5277 2965 607 
83 4480 2601 588 
77 4520 2634 597 
79 5680 2877 603 
83 5711 2957 592 
115 4413 3010 596 
83 4428 2946 602 
81 5607 2851 584 
170 5325 2592 369 
87 4418 2554 609 
68 5162 3253 619 
94 5709 3318 576 
131 5153 2562 604 
93 4485 2928 578 
86 5709 2598 595 
83 5725 3276 597 
128 5716 3001 392 
70 5657 3293 580 
94 5238 2922 599 
104 5636 3268 578 
135 4896 2980 583 
87 5700 3266 591 
97 5741 2924 471 
137 5823 3267 578 
95 5704 3319 604 
86 5633 3316 577 
94 4863 2593 597 
113 4395 2913 604 
75 4470 2931 582 
75 5601 3308 578 
99 5152 2562 597 
116 4483 2604 598 
72 4540 3005 583 
105 5702 2586 450 
81 5632 3283 593 
135 4919 2592 590 
87 5858 3272 606 
98 5770 2660 452 
138 5860 3279 608 
95 5658 3239 609 
78 5594 3292 594 
133 4847 2957 587 
85 4415 2644 611 
88 5711 2938 595 
97 5691 2924 609 
145 4442 3746 596 
77 4471 2772 581 
95 4503 3004 599 
79 4444 2962 600 
114 4475 3828 596 
86 4510 3805 609 
89 4446 3749 604 
90 4457 3589 595 
135 4417 2804 574 
83 4420 3783 596 
145 5143 3554 600 
72 4489 2986 602 
81 5738 2842 588 
90 5724 2896 608 
128 4606 2615 369 
82 4438 2966 605 
80 5655 2831 576 
95 5466 2984 601 
120 4408 2561 617 
78 4455 2949 516 
75 5770 2878 581 
97 5688 3079 607 
115 4480 2962 608 
107 4428 2951 596 
140 5792 3238 610 
94 5659 2949 603 
88 4847 2965 615 
86 4405 2957 592 
109 5719 2862 592 
92 5442 2714 595 
86 4430 2554 601 
79 4433 2569 596 
108 5709 3307 590 
96 5225 2880 619 
84 4482 2667 663 
79 4499 3745 588 
109 5692 2853 609 
95 5700 2937 584 
175 4607 2458 568 
87 4416 2572 595 
138 5751 2840 613 
