Frame skip rate = 0
Grab Retrieve Color Resize
95 5710 3023 470 
69 5657 3311 580 
134 5150 2537 594 
80 5645 3265 603 
92 4934 2595 581 
138 5619 3284 588 
97 5751 2729 587 
146 5794 3248 598 
96 5688 3223 600 
91 5602 3292 576 
86 4950 2599 585 
116 4390 2630 595 
85 5764 3592 445 
72 5578 3248 593 
137 5102 2537 607 
80 5598 3284 592 
80 4978 2924 575 
88 5691 3253 589 
136 5734 3129 597 
76 5690 3254 587 
95 5383 2902 596 
81 5620 3278 585 
176 5097 2765 593 
121 5666 3890 617 
91 5708 3117 477 
70 5679 3293 576 
109 5283 2560 589 
110 5661 3269 576 
93 4941 2586 556 
88 5663 3268 600 
95 5717 2934 550 
65 5642 3307 581 
150 5196 2546 604 
84 5717 3295 575 
97 4938 2575 588 
86 5636 3241 601 
133 5760 2713 575 
145 5773 3220 604 
97 5677 3553 610 
90 5643 3303 587 
88 4775 2578 591 
115 4420 2539 577 
81 4490 2572 584 
77 5612 3302 592 
93 5163 2627 594 
127 5688 2726 445 
70 4449 2584 564 
80 5579 3241 597 
92 5763 2782 475 
74 4446 2958 586 
113 4436 2541 371 
76 5626 3289 586 
175 4973 2435 565 
86 4410 2550 577 
79 4905 3274 603 
2027 5733 3286 587 
137 4393 2658 604 
78 4452 2973 606 
74 4447 3038 612 
109 5670 2842 591 
94 5676 2884 573 
111 4706 2664 607 
82 4446 2558 612 
112 5638 2906 569 
94 5527 2959 592 
84 4415 2558 606 
76 4484 3037 595 
171 5748 2590 441 
117 4420 2893 597 
98 4408 2567 588 
3195 5795 2906 604 
80 4370 3434 597 
79 4489 2621 584 
105 4497 2653 576 
83 4431 2963 584 
79 4658 2974 601 
80 4777 3005 613 
114 5667 2858 586 
112 5745 3679 423 
75 4445 2990 613 
86 4411 2957 595 
129 5610 2914 582 
108 4472 2964 593 
122 4413 3724 608 
80 4517 3752 610 
4432 4622 2640 601 
87 4413 2572 354 
104 5612 3305 575 
93 5024 3030 587 
89 4431 2535 589 
81 4488 2575 555 
113 5737 3299 575 
100 5451 2879 592 
92 5722 2708 474 
66 4450 2600 585 
138 5617 3275 603 
96 5758 3456 398 
137 4329 2823 616 
86 4369 3033 619 
143 5684 3259 595 
92 4734 2919 608 
88 4352 2571 617 
80 5700 2892 594 
72 4448 2974 601 
117 4413 2543 607 
75 4437 2937 601 
72 4470 3011 577 
85 4425 2585 605 
110 4484 3052 615 
92 4791 3139 590 
3114 4491 2570 597 
80 4427 2601 593 
144 5701 2850 603 
148 5719 2819 611 
90 5718 3242 598 
3887 4698 2615 378 
117 4414 2945 608 
75 5604 2864 567 
90 5397 2609 583 
87 4379 2554 598 
112 4490 2595 607 
75 5702 2860 576 
98 5655 2567 603 
81 4404 3034 604 
127 5660 2586 588 
86 5640 3273 583 
97 5742 3332 412 
140 5674 3224 606 
134 5695 3235 606 
88 5623 3152 614 
2958 5713 3264 477 
78 4372 2551 607 
110 4479 2946 604 
79 4917 2976 583 
92 5679 3275 594 
95 5727 3224 584 
130 4503 2569 453 
83 4430 2542 598 
80 5686 3293 587 
95 5726 3294 583 
134 5206 2546 562 
100 4437 2553 582 
144 4457 2964 607 
101 5718 3235 615 
91 5746 3457 607 
80 4501 3012 596 
131 5612 2905 603 
77 4448 2995 595 
102 4469 3571 608 
107 4380 3630 592 
78 4486 2994 606 
69 4444 3339 589 
77 4430 2916 606 
78 4435 3785 608 
125 4473 3799 616 
96 4428 3718 612 
72 4472 2991 595 
142 4388 3300 627 
85 4402 3786 601 
75 5338 3892 625 
132 4422 2966 595 
101 5633 2863 611 
93 5726 2847 591 
83 4813 2601 596 
79 4393 3748 618 
130 5589 2908 607 
85 4471 3188 587 
78 4411 2584 604 
77 4467 2982 593 
87 4620 2993 612 
111 4419 2932 596 
74 5648 2855 577 
175 5137 2774 618 
83 4390 2910 622 
84 4542 3004 603 
3687 5723 3391 603 
110 4376 2940 607 
78 4453 2952 596 
76 4409 3099 601 
109 5664 3235 602 
92 5765 3211 600 
77 5698 3314 583 
95 5270 2914 597 
115 5682 3261 576 
83 4892 2947 582 
84 5641 3279 601 
96 5768 2860 392 
143 5703 3220 604 
133 5724 3733 615 
86 5668 3310 575 
89 4798 2573 596 
85 4398 2545 585 
92 4494 2586 556 
108 5798 3294 579 
99 5414 2559 588 
99 4452 2834 585 
92 4590 2621 589 
114 5658 3296 588 
97 5763 3301 588 
93 4471 3012 595 
81 4408 2950 603 
110 5677 2860 578 
176 5475 2944 606 
90 4400 2959 620 
82 4552 3238 617 
3264 5694 3361 607 
108 4420 2944 594 
102 5682 3278 586 
94 4890 2583 588 
85 4422 2545 569 
110 4490 2715 593 
75 5728 3306 572 
95 5235 2938 594 
96 4451 2592 582 
77 4496 2602 579 
114 5728 2866 612 
88 5783 2952 626 
175 4702 2838 572 
99 4365 3021 631 
84 5765 3256 463 
80 4425 2953 587 
114 4424 2568 603 
91 5715 2874 570 
83 5110 2609 609 
88 4384 2536 572 
79 4449 2557 560 
68 5665 3308 581 
132 4950 2558 603 
83 4473 3018 595 
68 4494 2998 608 
81 5629 2914 597 
133 4470 3042 620 
134 5560 2946 613 
117 4430 3015 635 
94 5711 3256 591 
92 5719 3224 572 
135 4883 2643 594 
90 5758 3162 590 
77 4418 2584 550 
83 5687 3294 594 
152 5777 3683 602 
75 4429 2958 579 
102 4412 2544 561 
78 5665 3273 583 
128 5011 2955 600 
85 4394 2546 606 
81 4462 2582 584 
143 5806 3247 601 
135 5725 3229 603 
86 5726 2554 597 
103 4470 2583 558 
3733 4479 3766 604 
81 5719 3272 585 
91 5173 2955 591 
88 4423 2533 447 
112 4437 2549 562 
76 5813 3305 583 
95 5169 2962 607 
85 4492 2999 609 
110 4455 3132 596 
83 5593 2858 611 
93 5749 2867 609 
191 4743 2824 589 
104 4415 2962 600 
111 5857 3256 617 
86 5555 2995 615 
76 4411 2933 615 
76 4422 2828 616 
76 5770 2876 577 
139 5574 2919 592 
83 4504 2599 569 
70 4475 2595 588 
81 5679 3257 600 
93 5762 2624 469 
73 4443 2590 437 
113 4425 2533 598 
79 5711 3289 588 
172 4313 2434 587 
83 4388 3026 629 
83 5749 3703 343 
106 5629 2887 585 
100 5174 2541 605 
83 5694 3273 573 
84 4539 2593 584 
115 5653 3265 599 
95 5668 3189 596 
66 5665 3258 591 
95 4791 2928 594 
115 5679 3287 579 
93 5379 2947 594 
91 5669 3273 600 
131 5689 3065 559 
133 5686 3168 592 
95 5698 3875 598 
88 5653 3310 579 
91 4601 2973 594 
121 4370 2543 615 
73 4419 2933 607 
90 5330 2960 571 
84 4425 2626 614 
131 5773 2941 614 
93 5296 2628 586 
87 4448 2550 606 
77 5606 2890 602 
125 5259 2993 470 
81 4373 2578 355 
86 4461 2606 590 
143 5707 2839 585 
98 5691 2931 606 
87 5742 3251 597 
255 4429 3413 608 
674 5587 3242 604 
89 5724 3142 447 
83 5658 3276 590 
97 5110 2542 567 
134 5714 3308 586 
94 4801 2583 566 
89 5617 3247 597 
135 5733 3297 583 
89 4528 2966 587 
85 4392 2549 573 
79 5687 3267 573 
182 4703 2768 605 
121 4412 2911 611 
77 5461 3601 596 
92 5803 3269 575 
139 5071 2547 609 
77 4428 2887 578 
77 4439 2974 573 
77 5700 3288 588 
149 5719 3670 402 
74 4459 2961 594 
80 4380 2547 609 
76 5671 2986 572 
133 5387 2960 597 
82 4397 2594 603 
83 4475 2954 603 
138 5729 2836 613 
138 5742 2949 601 
93 5693 2843 602 
1757 4464 2990 575 
100 5588 3297 584 
132 5814 3012 572 
89 4433 2955 587 
85 4411 2526 561 
89 5678 3287 575 
129 4771 2619 599 
87 4342 2939 613 
79 4444 3013 608 
68 5674 2932 607 
96 4438 3082 586 
125 4439 2960 584 
102 4443 2950 603 
113 4406 3774 593 
80 5573 3171 402 
82 4486 3010 596 
81 4406 2945 593 
118 4467 3732 591 
65 4433 2609 592 
78 4395 3182 601 
79 4470 3074 565 
98 5517 2990 618 
108 4399 2949 586 
79 4457 2863 597 
85 5664 2887 580 
97 5525 2582 592 
78 4490 2774 583 
137 4470 2609 618 
115 5659 3243 614 
92 5823 2854 610 
91 5598 2984 607 
82 4398 3002 600 
107 4493 2903 573 
70 5616 2869 584 
102 5463 3065 596 
96 4444 2941 606 
108 4483 2992 592 
83 5640 2861 594 
95 5742 3215 601 
87 4488 2599 591 
95 4391 2552 594 
129 5667 2895 576 
174 5086 2798 600 
84 4387 3027 618 
94 5770 3893 605 
137 5815 3275 574 
95 5578 2530 606 
78 4430 2899 586 
83 4377 2936 592 
119 5711 3247 595 
94 5725 3070 599 
77 4483 2982 576 
82 4363 2535 598 
108 5687 3289 586 
86 4916 2582 591 
88 4411 2569 592 
87 4493 2949 607 
141 5704 2851 588 
108 5707 3247 593 
99 5740 2878 603 
111 4489 2607 599 
85 5589 3294 583 
89 5817 2745 373 
81 4446 2964 584 
110 4396 2541 563 
97 5687 3286 572 
84 4683 2603 453 
85 4418 2892 605 
80 4492 3023 614 
86 5539 2655 596 
118 4415 2934 601 
76 4457 3389 602 
155 5685 2877 607 
107 4444 3719 595 
132 4460 3431 601 
4727 4830 2636 399 
86 4384 2923 597 
76 4458 3047 606 
134 5739 3019 605 
83 4388 2975 603 
99 4450 3682 578 
71 5704 2867 580 
138 5665 2567 593 
101 4447 2807 592 
72 4492 3022 606 
80 5663 2904 611 
94 4462 3762 590 
133 4425 2612 615 
114 4389 2929 599 
69 5008 3250 562 
1684 5131 2990 607 
79 5653 2842 595 
92 5754 3067 608 
116 5681 3306 585 
97 5072 2566 439 
80 5660 3266 586 
86 4814 2594 577 
103 5675 3256 584 
152 5786 2680 476 
79 5672 3281 586 
96 4967 2558 594 
90 5673 3319 571 
180 4611 2417 580 
87 5652 3273 605 
84 5632 2602 436 
107 5669 3313 586 
94 4774 2534 597 
76 5688 3277 589 
80 4579 2560 602 
83 5653 3275 598 
135 5790 2755 440 
101 5687 3266 586 
98 5200 2540 589 
80 5691 3293 573 
140 4770 2588 588 
91 5624 3242 597 
95 5791 2737 401 
133 5687 3231 603 
96 5711 3231 618 
130 5708 3251 573 
95 4912 2607 593 
93 4414 2561 592 
129 4450 2946 596 
77 5670 2880 578 
102 5530 2920 612 
81 4453 2591 592 
106 4495 2637 593 
79 5630 2864 578 
96 5736 3322 581 
101 4489 2607 584 
138 4411 2546 590 
82 5688 3326 571 
197 4714 2949 620 
86 4415 3050 615 
150 5709 3394 606 
97 5705 3288 582 
98 4936 2529 600 
79 4439 2939 581 
108 4456 2762 356 
80 5700 3285 589 
107 5700 3121 574 
77 4465 2788 572 
152 4907 2939 603 
80 5657 3267 571 
92 4738 2578 582 
131 5651 3285 568 
94 5704 3084 586 
154 5691 3234 598 
94 5703 3703 614 
88 5643 3248 592 
135 4827 2573 598 
82 4369 2897 612 
76 4485 2946 607 
75 5640 2875 568 
141 5695 2954 594 
79 4397 2733 588 
78 4460 3189 596 
109 5680 2883 575 
114 5741 2956 602 
96 5075 3014 596 
83 4409 2947 600 
106 5663 2880 575 
138 5308 2868 607 
134 4420 3020 619 
93 5726 2849 602 
100 5324 3013 610 
115 4404 2941 616 
76 5683 2858 575 
89 5049 2963 445 
81 4412 2567 591 
119 4450 2983 609 
73 5698 2888 569 
95 5362 2906 612 
81 4450 2637 593 
74 4492 2623 362 
117 5717 3258 586 
94 5760 3285 469 
137 4291 2433 575 
86 4400 2523 604 
81 5700 3266 589 
114 5771 3290 591 
95 5544 2564 618 
84 4496 2929 442 
66 4480 2958 575 
117 5654 3256 599 
95 5667 2797 599 
80 4439 2613 604 
113 4438 2981 595 
75 5709 2886 576 
91 5076 2974 620 
88 4395 2932 614 
108 4444 2946 597 
121 5723 2849 594 
138 5737 3079 598 
92 5726 2831 598 
369 4477 2998 583 
905 4959 3149 599 
80 5690 2849 590 
94 5309 2678 598 
141 4958 2795 599 
97 5808 3181 603 
86 5650 3300 583 
95 5239 2892 599 
113 5637 3294 577 
94 5051 2595 597 
89 5692 3269 597 
96 5777 2909 589 
135 5718 3257 589 
130 5723 3256 615 
88 5699 3256 593 
86 4753 2963 595 
82 4431 2557 595 
92 4449 2591 576 
106 5822 3295 589 
99 4858 2554 600 
72 4461 2682 586 
77 4466 2592 535 
79 5703 3282 596 
86 5384 2608 487 
67 4456 2623 590 
151 4411 2565 588 
81 5758 2869 579 
125 5259 2532 612 
114 4429 2850 604 
79 4490 2769 590 
71 5729 2874 578 
96 5234 2918 614 
83 4437 2571 595 
70 4464 2597 604 
112 5803 2914 593 
104 4508 2916 593 
74 4518 2608 595 
81 4452 2952 601 
67 4447 3619 601 
105 4462 2601 594 
77 4442 2946 606 
76 4470 3335 603 
130 4399 2898 621 
83 4423 3048 601 
125 5269 3791 622 
74 4445 2940 600 
80 5776 2871 595 
92 5702 2829 594 
102 4824 2585 589 
114 4471 2887 609 
80 5738 3393 592 
93 5527 2975 607 
110 4419 2551 609 
80 4468 3041 609 
91 5775 3250 611 
81 4405 2907 605 
112 4471 3144 604 
138 5811 2837 597 
99 5708 3063 603 
100 5691 3115 594 
137 4671 2597 596 
85 5681 3246 600 
91 5718 3246 596 
79 4398 2596 606 
116 4462 2945 603 
82 5699 2843 585 
95 5759 3005 595 
130 4429 2552 601 
78 4464 3026 578 
90 5735 2875 360 
82 4432 2924 596 
114 4496 2873 598 
136 5856 2856 586 
117 5699 2803 600 
88 5701 2811 613 
113 4474 2972 600 
82 5554 2879 577 
108 5748 3134 466 
81 4426 2991 616 
110 4416 2932 615 
79 4443 3429 604 
72 4452 2980 607 
81 4432 3047 592 
108 4458 3809 607 
87 4509 3800 611 
87 4446 3748 609 
125 4466 3632 594 
109 4420 2931 612 
111 4442 3758 609 
90 5152 3951 618 
447 4563 3344 603 
134 4395 2920 654 
80 4442 3304 587 
74 4481 2954 601 
78 4447 2929 609 
109 4444 3562 599 
73 4488 2973 589 
79 4429 2910 593 
95 4429 3510 597 
123 4477 3790 606 
88 4429 3481 608 
81 4469 2941 602 
131 4408 2888 616 
84 4421 3243 625 
129 5654 3516 610 
79 4434 2963 607 
81 4354 2933 613 
77 5641 2844 584 
130 5429 2994 622 
83 4414 2567 592 
90 4411 3023 611 
92 4707 2561 571 
115 4421 2575 566 
83 5666 3263 594 
102 5034 2960 597 
85 4429 2532 446 
113 4449 2548 598 
139 5843 3331 602 
92 5697 3235 604 
90 5590 2578 366 
111 4531 2982 591 
82 5589 2863 583 
87 5729 2923 611 
88 4548 2589 586 
115 4455 2566 601 
81 5662 3265 594 
89 4977 2604 595 
83 4399 2647 600 
102 4386 2998 594 
87 5730 2613 596 
83 4374 2571 605 
78 4490 3246 608 
133 5829 2856 584 
146 5681 2905 591 
82 5698 2668 580 
80 4519 2595 577 
80 5637 3249 622 
93 6037 3261 602 
127 4707 2998 608 
84 4390 2943 602 
79 4434 3764 610 
90 5609 2908 609 
114 4464 3499 606 
84 4469 2730 581 
76 4498 3011 604 
77 4445 3205 597 
105 4451 3247 584 
123 4437 2884 605 
113 4441 3747 611 
88 5543 3176 601 
81 4485 2990 605 
115 5604 2827 579 
89 5741 2934 608 
88 4468 2582 366 
84 4443 2904 601 
111 5640 2825 593 
98 5477 2978 580 
99 4644 2574 595 
82 4444 2649 603 
134 5628 3260 579 
97 5135 2928 610 
88 4455 2952 617 
139 4417 3592 614 
84 5695 3242 627 
130 5666 2837 597 
80 4447 2593 590 
86 4407 2917 600 
77 5660 2859 611 
131 5499 2967 512 
81 4392 2560 592 
80 4439 2791 585 
76 5584 2872 612 
138 5602 2937 613 
83 4465 2966 600 
79 4455 2983 603 
80 5660 2823 592 
132 5695 3055 597 
107 4294 2405 604 
115 4420 2903 598 
81 5646 3273 589 
90 5318 2662 581 
119 4579 2578 592 
79 5879 2944 577 
91 5708 3045 622 
84 4408 2526 583 
112 4423 2577 593 
93 5676 2863 572 
95 5656 2916 609 
109 4435 2564 356 
93 4470 2608 575 
102 5668 2860 611 
95 5735 2930 619 
199 4627 2464 594 
114 4422 2924 605 
78 5644 3063 627 
1295 5376 2952 619 
114 4343 3576 607 
78 4486 2859 596 
74 5563 3297 589 
97 5373 2655 571 
110 4424 2682 590 
76 5499 3299 593 
96 5582 2967 601 
82 4455 2607 368 
107 4478 3045 587 
81 5594 2864 585 
92 5711 2927 598 
142 4407 3328 622 
113 4374 2941 590 
101 4805 3393 614 
95 5777 3289 610 
96 4813 2953 604 
108 4462 2827 593 
75 5654 2898 567 
117 5366 2569 592 
83 4484 2922 591 
71 4485 2616 573 
128 5673 2851 611 
101 5722 2859 593 
93 4701 2634 370 
86 4446 2953 605 
113 5765 2871 611 
131 5382 2945 622 
118 4432 3022 605 
80 5678 3210 586 
77 5866 3310 587 
97 5007 2562 600 
98 5808 3264 585 
94 4847 2977 591 
139 5813 3259 610 
92 5718 2565 596 
75 5879 3256 585 
93 5355 2546 601 
83 5585 3275 588 
86 4492 2627 590 
115 5749 3228 598 
89 5758 2627 442 
151 5856 3259 608 
95 5661 3245 609 
83 5613 3296 585 
88 4617 2583 591 
117 4433 2911 605 
74 4455 2578 605 
68 5586 2875 569 
100 5275 2899 598 
81 4468 2581 576 
124 4471 2586 359 
83 5803 3278 595 
90 5707 3170 600 
71 4425 2611 584 
80 4426 2590 605 
112 5769 2904 623 
131 4490 3710 609 
135 4430 3764 594 
88 4661 3351 603 
73 4485 2964 596 
111 5654 2844 611 
91 5767 2942 595 
89 4559 2583 617 
89 4435 2534 605 
110 5576 3271 594 
90 5007 2925 587 
84 4416 2538 562 
80 4483 2691 602 
110 5623 2922 603 
96 4466 3754 616 
89 4460 3642 589 
155 4425 2516 602 
84 4428 3036 608 
131 5665 3265 609 
94 5379 2988 607 
93 4400 3700 605 
75 5626 2835 586 
132 5500 2945 607 
84 4402 2558 373 
82 4478 2963 605 
109 5603 2901 619 
94 4456 3655 609 
80 4412 2840 610 
75 4484 2690 600 
109 4424 2882 599 
87 5719 3202 590 
166 4528 2787 593 
99 4424 2887 602 
69 5595 3259 593 
93 4891 2582 572 
115 4408 2949 598 
79 4491 2596 364 
72 5563 2894 569 
104 5487 2918 608 
110 4398 2563 591 
78 4477 2579 583 
98 5685 2849 599 
95 5742 2990 542 
103 4411 2588 440 
97 4440 2556 606 
80 5621 3301 581 
191 4874 2768 600 
88 4418 2906 601 
112 5250 2971 589 
83 5680 3298 593 
97 5279 2550 599 
96 4456 2704 435 
107 4454 2909 588 
102 5733 2524 452 
86 4485 2574 588 
76 4499 2714 612 
136 5689 3163 610 
85 4441 2917 617 
81 4443 2952 610 
81 5696 2845 589 
137 5734 2949 495 
104 4264 2459 589 
112 4423 3033 616 
108 5720 3247 605 
92 4434 2563 591 
84 4433 2965 615 
107 5627 2869 582 
93 5581 2993 597 
84 4402 2552 604 
77 4438 3032 590 
124 5709 2937 534 
81 4401 2890 610 
86 4467 2658 588 
75 5680 2891 573 
131 5721 3015 613 
83 4441 2574 598 
143 4458 2822 601 
82 5656 3205 604 
134 5708 2837 616 
101 4644 2631 594 
84 4407 2949 596 
76 5627 2851 615 
127 5602 2964 596 
83 4382 2945 615 
81 4472 2722 617 
76 5639 2889 572 
154 5618 2915 603 
84 4449 2553 585 
79 4483 2609 595 
79 5658 2853 601 
156 5713 2902 606 
142 4415 2810 586 
84 4390 3188 605 
86 4853 3244 618 
2110 4988 3179 534 
83 4362 2580 600 
77 5709 2849 590 
88 5362 3299 592 
117 4387 2530 368 
80 4369 2539 586 
74 5701 3278 596 
99 5221 2940 608 
113 4495 2995 597 
74 4499 3177 599 
83 5651 2872 587 
110 5703 3253 582 
174 4418 2425 429 
116 4431 2552 616 
81 5617 2871 601 
2199 5733 2877 613 
137 5063 2945 605 
79 4447 2709 587 
78 4441 2626 577 
123 5709 2848 588 
96 5716 2941 613 
115 4895 3001 606 
86 4410 3419 602 
104 5603 2858 614 
90 5659 2956 596 
81 4406 2562 353 
81 4499 2601 582 
138 5872 2853 604 
132 5720 3249 611 
88 5664 2561 577 
93 4503 2614 440 
82 5594 3251 600 
90 5785 2961 404 
104 4433 2608 565 
84 4435 2556 593 
97 5626 3316 579 
91 4960 2579 600 
116 4452 2537 576 
85 4456 2577 573 
78 5683 3294 590 
93 5228 2762 595 
134 5650 2942 388 
101 4282 2416 545 
114 5676 3257 614 
93 5608 3282 607 
85 4922 2604 580 
117 4409 2551 604 
72 4460 2972 598 
77 5573 2880 610 
97 5602 2921 611 
112 4450 2966 607 
75 4462 2973 619 
84 5610 2891 611 
93 4466 3678 634 
67 4458 2600 597 
111 4472 2931 611 
78 4471 3061 580 
186 5747 2899 633 
87 4409 3015 635 
132 5674 3753 586 
81 5633 3268 584 
93 5166 2602 607 
82 5648 2842 573 
83 5427 2952 595 
119 5660 3242 596 
92 5743 2667 580 
84 5598 3278 579 
96 5243 2551 620 
114 5627 3292 589 
92 4928 2589 592 
87 5638 3247 593 
82 5687 2585 451 
144 5823 3239 605 
93 5724 3713 589 
84 5615 2614 410 
105 4484 2964 595 
82 5579 3261 595 
91 5694 2698 475 
71 4398 2574 609 
112 4430 2916 602 
87 5626 2868 581 
93 5253 2978 442 
78 4408 2556 602 
107 4455 2721 595 
68 5609 2883 580 
97 5452 2928 617 
83 4457 2589 579 
163 4436 2586 593 
84 5715 3253 607 
94 5686 3140 607 
150 4440 2965 605 
82 4365 2954 604 
76 5665 2838 583 
91 5272 2610 586 
126 4451 2672 602 
101 5658 2953 597 
92 5669 3243 596 
97 5073 2549 600 
117 4492 2574 567 
77 4649 2615 447 
84 5688 3237 594 
96 5705 2687 596 
140 4330 2433 588 
113 4434 2545 599 
98 5639 3057 576 
2999 5217 2744 435 
86 4349 2908 588 
129 4438 2920 586 
76 5582 3292 588 
97 5261 2891 596 
96 5719 2616 598 
114 4482 2950 584 
88 5595 3292 588 
91 5705 3131 596 
122 4429 2953 605 
82 4398 2552 600 
94 5661 2839 578 
180 5553 2946 618 
88 4416 3004 627 
131 5707 3255 590 
95 5685 3295 586 
97 5311 2968 607 
115 4457 3202 586 
78 4445 2621 596 
84 5672 2839 612 
94 5656 2930 581 
153 4933 2599 596 
110 4437 2576 359 
98 5637 3106 578 
89 5547 2598 594 
135 4418 2908 605 
80 4448 2965 608 
140 5785 2914 617 
115 5770 2845 613 
133 5733 3045 600 
1270 4702 2984 595 
88 5588 3252 586 
107 5752 2881 594 
114 4402 2969 603 
81 4410 2953 615 
81 5629 2858 572 
91 5605 2984 586 
118 4409 2541 357 
96 4447 2578 581 
82 5654 2881 611 
100 5718 2952 604 
115 4485 2974 606 
102 4386 2854 588 
114 5664 3227 612 
82 5697 2835 613 
95 4427 2600 577 
81 4385 2580 595 
128 5687 2850 581 
93 5315 2738 372 
90 4408 2559 595 
81 4450 2575 575 
131 5666 2846 589 
100 5653 2552 595 
101 4506 2803 358 
67 4493 2986 661 
110 5648 2907 610 
83 4460 2959 611 
176 4516 3474 621 
82 4411 3015 633 
97 5721 3255 598 
133 4786 2603 584 
104 4419 2562 574 
78 5794 3275 603 
103 4651 2995 604 
87 4389 3232 603 
111 4476 3028 583 
83 5562 2586 606 
84 4415 2906 594 
77 4459 2898 464 
123 5691 3295 584 
89 5531 2946 606 
84 4487 2602 594 
139 4474 2632 369 
84 5622 2833 613 
84 5764 2979 620 
115 4424 2974 605 
92 4406 2941 617 
76 4441 2898 574 
85 5571 2617 369 
115 4377 2936 592 
80 4446 3113 582 
94 5664 3264 578 
113 5420 3267 591 
115 4456 2567 579 
78 4450 2605 597 
93 5692 3248 598 
92 5735 2902 599 
135 4349 2420 530 
127 4416 2528 587 
73 5640 2827 612 
262 4550 2765 625 
1096 4475 2962 607 
84 5596 2860 585 
132 5645 2579 584 
84 4421 2548 576 
78 4469 2889 563 
70 5690 3275 576 
155 4620 2636 586 
91 5704 3024 594 
81 4442 2617 575 
81 5673 3272 589 
141 5803 2668 591 
106 4391 2455 583 
112 4431 2545 600 
65 5614 3265 608 
96 5044 2877 610 
81 4371 2972 592 
130 4488 3277 613 
73 5650 2907 597 
87 4436 3315 597 
73 4434 3540 582 
114 4484 2606 353 
87 4430 2986 595 
80 4710 2987 606 
74 4580 2980 586 
132 5683 3234 608 
95 5707 3267 587 
176 4739 2444 581 
88 4400 2946 608 
86 5646 3259 609 
137 5760 2997 610 
84 4370 2573 603 
73 4453 2964 597 
78 5669 2877 612 
134 5747 2647 373 
83 4469 3013 594 
68 4511 3468 401 
85 5587 2934 582 
131 5708 2976 566 
75 4455 2608 591 
81 4437 2582 587 
79 5699 2860 577 
177 5608 2564 625 
121 4414 2899 626 
95 5672 3262 595 
93 5773 3283 586 
96 5610 2749 598 
132 5699 2582 597 
84 4437 2602 571 
80 5655 3270 594 
91 5746 2929 473 
107 4458 2619 580 
94 5305 2583 357 
83 5622 3281 589 
93 5075 2585 441 
115 5670 3238 599 
96 5698 2702 592 
110 5580 3118 593 
132 5708 3252 611 
91 5686 3239 588 
85 5213 2582 592 
85 4385 2540 560 
121 4446 2542 584 
78 5763 3305 588 
114 5455 2934 603 
81 4486 2982 646 
71 4463 2985 653 
113 5674 2899 613 
90 4487 3130 604 
73 4486 2958 607 
79 4406 2944 601 
131 4480 2969 610 
118 4435 3589 607 
115 4424 3783 600 
76 4654 3181 611 
79 4459 2967 594 
84 5738 2831 593 
91 5747 2707 348 
70 4438 2985 633 
131 4405 2911 603 
77 5731 2851 570 
92 5467 2933 601 
82 4417 2550 598 
114 4460 2958 496 
77 5985 2857 582 
94 5692 3394 608 
108 4424 2571 604 
105 4445 2916 602 
116 5776 3215 616 
95 5701 2820 596 
91 4694 2610 608 
117 4421 2939 604 
75 5662 2830 587 
93 5512 2565 602 
89 4410 2537 565 
118 4458 2579 576 
100 5793 3283 590 
99 5321 2529 589 
99 4448 2561 598 
112 4610 2712 578 
102 5815 3262 602 
96 5714 2924 581 
159 4439 2600 573 
95 5672 3243 612 
148 5634 3294 587 
90 5044 2595 606 
85 4389 2553 610 
77 4483 2981 594 
106 5554 2867 581 
94 5563 2955 599 
82 4397 2962 597 
95 4447 3779 628 
129 5578 2899 599 
82 4508 2972 606 
87 4510 3056 608 
78 4451 2949 594 
113 5623 2853 582 
182 5676 2924 609 
88 4425 2933 619 
82 4711 3229 602 
2762 5718 2912 584 
98 4932 2936 609 
81 4461 2559 573 
98 4438 2604 586 
111 5625 2888 592 
92 5672 2891 604 
78 4458 2974 607 
82 4418 3501 603 
108 4449 2951 608 
73 4458 3235 597 
75 4436 2586 357 
79 4448 2999 596 
138 4393 3640 612 
127 4611 3702 607 
86 4454 3871 598 
107 5741 3288 587 
139 5253 2550 608 
88 4489 2821 594 
89 5677 2948 529 
82 5735 3248 586 
137 5668 3104 396 
73 5708 3259 591 
100 5185 2913 603 
87 5620 3233 590 
82 4924 2940 611 
116 5563 3246 594 
110 5631 2911 577 
163 5841 3240 606 
98 5695 3868 608 
89 5609 3284 582 
85 5076 2590 591 
114 4383 2542 443 
78 4457 2548 595 
76 5640 3284 595 
135 5387 2902 596 
84 4479 2567 569 
78 4505 2593 587 
84 5614 3221 606 
132 5701 2565 594 
81 4444 2659 616 
98 5714 3050 602 
86 5626 3289 591 
180 5246 2819 582 
118 5647 3217 613 
88 5660 3082 612 
91 4557 2996 595 
85 4403 2921 592 
114 5703 3281 589 
91 5239 2586 587 
89 4429 2543 589 
78 4420 2547 596 
111 5710 3262 599 
98 5359 2967 596 
96 4474 2985 608 
76 4499 2982 605 
116 5619 2881 608 
81 4444 3707 608 
132 4420 2868 633 
83 4383 3004 604 
143 4633 3375 595 
6379 4576 2610 482 
82 4405 2584 596 
83 5666 2844 589 
89 5350 2986 595 
110 4422 2543 608 
78 4450 2936 599 
97 5710 2859 584 
96 5709 2938 618 
117 4421 2950 616 
77 4422 3669 600 
80 5562 2844 604 
95 5723 3250 582 
140 4281 2442 588 
